Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
myNSGAII,WFG1,HV,0,0.43400812903566416
myNSGAII,WFG1,HV,1,0.3471611485819659
myNSGAII,WFG1,HV,2,0.32973110522161764
myNSGAII,WFG1,HV,3,0.3574187298277
myNSGAII,WFG1,HV,4,0.39887301295795485
myNSGAII,WFG1,HV,5,0.4946247608467599
myNSGAII,WFG1,HV,6,0.4148151535719915
myNSGAII,WFG1,HV,7,0.5193163432037382
myNSGAII,WFG1,HV,8,0.32112684891017257
myNSGAII,WFG1,HV,9,0.36522208692106545
myNSGAII,WFG1,HV,10,0.3316710726421089
myNSGAII,WFG1,HV,11,0.38017597821778537
myNSGAII,WFG1,HV,12,0.3857848160778576
myNSGAII,WFG1,HV,13,0.3503463153639706
myNSGAII,WFG1,HV,14,0.48123448804212277
myNSGAII,WFG1,HV,15,0.3765785010625296
myNSGAII,WFG1,HV,16,0.29221293601572285
myNSGAII,WFG1,HV,17,0.40825388450109273
myNSGAII,WFG1,HV,18,0.35004033703840465
myNSGAII,WFG1,HV,19,0.39494825350747476
myNSGAII,WFG1,HV,20,0.41024958263841144
myNSGAII,WFG1,HV,21,0.3450665660918685
myNSGAII,WFG1,HV,22,0.39538794740567706
myNSGAII,WFG1,HV,23,0.3720730889757071
myNSGAII,WFG1,HV,24,0.3922035331876444
myNSGAII,WFG1,HV,25,0.5095154408806485
myNSGAII,WFG1,HV,26,0.4114608723007869
myNSGAII,WFG1,HV,27,0.39672378404362574
myNSGAII,WFG1,HV,28,0.41021395270689537
myNSGAII,WFG1,HV,29,0.34150100247179843
myNSGAII,WFG1,HV,30,0.3442822705329954
myNSGAII,WFG1,HV,31,0.4060014409952844
myNSGAII,WFG1,HV,32,0.32979448196456507
myNSGAII,WFG1,HV,33,0.426337874243017
myNSGAII,WFG1,HV,34,0.416411234220932
myNSGAII,WFG1,HV,35,0.39598924384246775
myNSGAII,WFG1,HV,36,0.36582056146656233
myNSGAII,WFG1,HV,37,0.44698636441976836
myNSGAII,WFG1,HV,38,0.4085460820136893
myNSGAII,WFG1,HV,39,0.5259085409770359
myNSGAII,WFG2,HV,0,0.5497849288922617
myNSGAII,WFG2,HV,1,0.5523272963597047
myNSGAII,WFG2,HV,2,0.5480123582476177
myNSGAII,WFG2,HV,3,0.5479563489413413
myNSGAII,WFG2,HV,4,0.5538670121264312
myNSGAII,WFG2,HV,5,0.5531254552552933
myNSGAII,WFG2,HV,6,0.5522486946759634
myNSGAII,WFG2,HV,7,0.5479778723048556
myNSGAII,WFG2,HV,8,0.5486732875943745
myNSGAII,WFG2,HV,9,0.5496371716846219
myNSGAII,WFG2,HV,10,0.5526614927046727
myNSGAII,WFG2,HV,11,0.550255244841332
myNSGAII,WFG2,HV,12,0.5542170932187692
myNSGAII,WFG2,HV,13,0.549357648097504
myNSGAII,WFG2,HV,14,0.5485753378415456
myNSGAII,WFG2,HV,15,0.5478928116429672
myNSGAII,WFG2,HV,16,0.551102720225443
myNSGAII,WFG2,HV,17,0.5498059885634049
myNSGAII,WFG2,HV,18,0.5492159895185448
myNSGAII,WFG2,HV,19,0.5504608780403079
myNSGAII,WFG2,HV,20,0.5540963344226771
myNSGAII,WFG2,HV,21,0.5547912342891564
myNSGAII,WFG2,HV,22,0.5536130165952609
myNSGAII,WFG2,HV,23,0.553139117662563
myNSGAII,WFG2,HV,24,0.5492048008065366
myNSGAII,WFG2,HV,25,0.5498102725035714
myNSGAII,WFG2,HV,26,0.5550816975732126
myNSGAII,WFG2,HV,27,0.5540606476498937
myNSGAII,WFG2,HV,28,0.5497256658938287
myNSGAII,WFG2,HV,29,0.5491274771241709
myNSGAII,WFG2,HV,30,0.5506157620314434
myNSGAII,WFG2,HV,31,0.5543714684488718
myNSGAII,WFG2,HV,32,0.5507941946848127
myNSGAII,WFG2,HV,33,0.5487766417419938
